Orthologous Cluster ID,Species,ENSEMBL ID,Gene,Expression,log2 Fold Change,FDR
HS2506,Homo sapiens,ENSG00000144476,ACKR3,up_regulated,0.45584,0.0165191
HS13893,Homo sapiens,ENSG00000186076,RP11-887P2.3,up_regulated,0.613685,0.00626214
HS285,Homo sapiens,ENSG00000105639,JAK3,up_regulated,1.15835,1.50E-08
HS8790,Homo sapiens,ENSG00000177575,CD163,up_regulated,0.958678,6.03E-04
HS1595,Homo sapiens,ENSG00000186480,INSIG1,up_regulated,0.449728,0.016185
HS10895,Homo sapiens,ENSG00000166825,ANPEP,up_regulated,0.307822,0.0457645
HS9410,Homo sapiens,ENSG00000105559,PLEKHA4,up_regulated,3.37615,0
HS11726,Homo sapiens,ENSG00000140157,NIPA2,up_regulated,0.420788,0.0112094
HS14153,Homo sapiens,ENSG00000183486,MX2,up_regulated,7.71729,0
HS6402,Homo sapiens,ENSG00000106591,MRPL32,up_regulated,0.879275,2.82E-08
HS3881,Homo sapiens,ENSG00000174021,GNG5,up_regulated,0.708667,7.86E-06
HS5222,Homo sapiens,ENSG00000100324,TAB1,up_regulated,0.550628,0.00155919
HS6291,Homo sapiens,ENSG00000102081,FMR1,up_regulated,1.5875,1.38E-23
HS944,Homo sapiens,ENSG00000183386,FHL3,up_regulated,1.01575,2.94E-10
HS8467,Homo sapiens,ENSG00000180817,PPA1,up_regulated,0.841718,1.01E-07
HS8396,Homo sapiens,ENSG00000167977,KCTD5,up_regulated,0.622616,0.0013874
HS6409,Homo sapiens,ENSG00000104518,GSDMD,up_regulated,1.94647,1.36E-37
HS848,Homo sapiens,ENSG00000154451,GBP5,up_regulated,7.17501,0
HS6615,Homo sapiens,ENSG00000151611,MMAA,up_regulated,1.24214,6.84E-10
HS9698,Homo sapiens,ENSG00000108001,EBF3,up_regulated,0.727294,2.65E-06
HS9280,Homo sapiens,ENSG00000139192,TAPBPL,up_regulated,0.788543,6.84E-05
HS8243,Homo sapiens,ENSG00000159459,UBR1,up_regulated,0.69377,0.00422144
HS2615,Homo sapiens,ENSG00000177485,ZBTB33,up_regulated,0.680143,6.58E-05
HS12808,Homo sapiens,ENSG00000104321,TRPA1,up_regulated,1.1542,1.95E-05
HS14076,Homo sapiens,ENSG00000083896,YTHDC1,up_regulated,0.372744,0.0293239
HS9457,Homo sapiens,ENSG00000116871,MAP7D1,up_regulated,0.441742,0.014375
HS12852,Homo sapiens,ENSG00000106052,TAX1BP1,up_regulated,0.34402,0.0347285
HS9561,Homo sapiens,ENSG00000135111,TBX3,up_regulated,0.667337,1.88E-06
HS10337,Homo sapiens,ENSG00000158321,AUTS2,up_regulated,1.10739,3.59E-06
HS6883,Homo sapiens,ENSG00000099917,MED15,up_regulated,0.38633,0.0217509
HS8197,Homo sapiens,ENSG00000075234,TTC38,up_regulated,1.32576,4.88E-20
HS13133,Homo sapiens,ENSG00000059378,PARP12,up_regulated,4.21692,0
HS8385,Homo sapiens,ENSG00000134769,DTNA,up_regulated,0.520839,0.00281118
HS4431,Homo sapiens,ENSG00000113441,LNPEP,up_regulated,1.48989,2.49E-14
HS8379,Homo sapiens,ENSG00000158773,USF1,up_regulated,1.22783,1.28E-16
HS1772,Homo sapiens,ENSG00000105939,ZC3HAV1,up_regulated,3.05568,0
HS9815,Homo sapiens,ENSG00000159871,LYPD5,up_regulated,1.97937,2.07E-11
HS7992,Homo sapiens,ENSG00000234362,AC104654.2,up_regulated,4.47222,2.32E-31
HS1669,Homo sapiens,ENSG00000159231,CBR3,up_regulated,1.51144,2.65E-25
HS2765,Homo sapiens,ENSG00000084070,SMAP2,up_regulated,0.566983,0.0019562
HS7528,Homo sapiens,ENSG00000237406,NDUFA9P1,up_regulated,1.17397,1.83E-08
HS10015,Homo sapiens,ENSG00000159450,TCHH,up_regulated,0.829228,0.0228058
HS7564,Homo sapiens,ENSG00000120129,DUSP1,up_regulated,0.59887,1.18E-04
HS13334,Homo sapiens,ENSG00000076067,RBMS2,up_regulated,2.27527,4.76E-25
HS13305,Homo sapiens,ENSG00000187257,RSBN1L,up_regulated,1.12632,9.00E-10
HS14698,Homo sapiens,ENSG00000159399,HK2,up_regulated,1.23796,8.66E-22
HS7969,Homo sapiens,ENSG00000125779,PANK2,up_regulated,0.680577,2.20E-05
HS1424,Homo sapiens,ENSG00000113273,ARSB,up_regulated,0.538505,0.00145416
HS11732,Homo sapiens,ENSG00000110446,SLC15A3,up_regulated,3.66876,0
HS12708,Homo sapiens,ENSG00000136141,LRCH1,up_regulated,0.597808,5.95E-04
HS1825,Homo sapiens,ENSG00000227145,IL21-AS1,up_regulated,1.69502,1.35E-09
HS2599,Homo sapiens,ENSG00000250613,RP11-136I13.1,up_regulated,0.699564,0.0311504
HS14077,Homo sapiens,ENSG00000132530,XAF1,up_regulated,4.99632,0
HS4655,Homo sapiens,ENSG00000132357,CARD6,up_regulated,1.00264,0.00115757
HS5647,Homo sapiens,ENSG00000154760,SLFN13,up_regulated,3.01432,7.87E-26
HS5647,Homo sapiens,ENSG00000172716,SLFN11,up_regulated,2.63177,2.75E-13
HS9164,Homo sapiens,ENSG00000115594,IL1R1,up_regulated,0.45328,0.00367704
HS8540,Homo sapiens,ENSG00000127311,HELB,up_regulated,1.72328,2.57E-08
HS8087,Homo sapiens,ENSG00000165923,AGBL2,up_regulated,2.68644,8.74E-19
HS4488,Homo sapiens,ENSG00000184557,SOCS3,up_regulated,0.77962,2.45E-05
HS5524,Homo sapiens,ENSG00000112763,BTN2A1,up_regulated,0.602378,2.80E-04
HS11796,Homo sapiens,ENSG00000143013,LMO4,up_regulated,1.21057,2.27E-18
HS7287,Homo sapiens,ENSG00000149541,B3GAT3,up_regulated,0.465613,0.0140043
HS12615,Homo sapiens,ENSG00000080561,MID2,up_regulated,1.35156,1.04E-11
HS1400,Homo sapiens,ENSG00000175602,CCDC85B,up_regulated,0.543004,0.00537475
HS4966,Homo sapiens,ENSG00000112335,SNX3,up_regulated,0.341072,0.0332968
HS2279,Homo sapiens,ENSG00000114439,BBX,up_regulated,1.48821,3.22E-25
HS4461,Homo sapiens,ENSG00000123130,ACOT9,up_regulated,0.429781,0.0118753
HS12141,Homo sapiens,ENSG00000153495,TEX29,up_regulated,2.40367,1.02E-17
HS14363,Homo sapiens,ENSG00000167995,BEST1,up_regulated,0.569331,0.00877577
HS3935,Homo sapiens,ENSG00000260641,RP11-1299A16.3,up_regulated,0.925476,1.31E-04
HS3958,Homo sapiens,ENSG00000134363,FST,up_regulated,1.36777,3.93E-07
HS13065,Homo sapiens,ENSG00000073756,PTGS2,up_regulated,1.18373,4.54E-09
HS1763,Homo sapiens,ENSG00000173786,CNP,up_regulated,2.56139,0
HS6791,Homo sapiens,ENSG00000136231,IGF2BP3,up_regulated,0.412251,0.0255762
HS4151,Homo sapiens,ENSG00000183137,CEP57L1,up_regulated,1.39266,3.81E-14
HS4247,Homo sapiens,ENSG00000163162,RNF149,up_regulated,1.51624,1.34E-27
HS6809,Homo sapiens,ENSG00000169860,P2RY1,up_regulated,1.35094,3.50E-06
HS4601,Homo sapiens,ENSG00000138867,GUCD1,up_regulated,0.692387,4.16E-07
HS7244,Homo sapiens,ENSG00000152457,DCLRE1C,up_regulated,0.458612,0.0263622
HS8902,Homo sapiens,ENSG00000230079,STK24P1,up_regulated,0.70593,0.00467298
HS4877,Homo sapiens,ENSG00000179833,SERTAD2,up_regulated,0.480297,0.00551405
HS13390,Homo sapiens,ENSG00000183831,ANKRD45,up_regulated,3.3789,3.48E-17
HS3981,Homo sapiens,ENSG00000005302,MSL3,up_regulated,0.687714,1.31E-05
HS12958,Homo sapiens,ENSG00000148339,SLC25A25,up_regulated,0.78323,1.42E-04
HS6149,Homo sapiens,ENSG00000134531,EMP1,up_regulated,0.65934,1.76E-05
HS11644,Homo sapiens,ENSG00000196092,PAX5,up_regulated,3.10638,2.94E-17
HS11123,Homo sapiens,ENSG00000143390,RFX5,up_regulated,1.21374,2.56E-13
HS12736,Homo sapiens,ENSG00000124795,DEK,up_regulated,0.67034,0.00193831
HS12756,Homo sapiens,ENSG00000196776,CD47,up_regulated,1.03116,9.07E-12
HS16,Homo sapiens,ENSG00000095637,SORBS1,up_regulated,1.029,0.00264135
HS6244,Homo sapiens,ENSG00000068697,LAPTM4A,up_regulated,0.367657,0.0290141
HS10091,Homo sapiens,ENSG00000125952,MAX,up_regulated,0.965544,5.18E-10
HS12557,Homo sapiens,ENSG00000141664,ZCCHC2,up_regulated,2.89307,0
HS9041,Homo sapiens,ENSG00000100209,HSCB,up_regulated,0.536418,0.0115358
HS5575,Homo sapiens,ENSG00000084090,STARD7,up_regulated,0.353615,0.0401025
HS1728,Homo sapiens,ENSG00000115183,TANC1,up_regulated,1.27202,0.01275
HS7605,Homo sapiens,ENSG00000220785,MTMR9LP,up_regulated,0.579057,0.00514076
HS2592,Homo sapiens,ENSG00000225377,NRSN2-AS1,up_regulated,1.32982,3.97E-06
HS12675,Homo sapiens,ENSG00000127191,TRAF2,up_regulated,1.05979,7.43E-07
HS8497,Homo sapiens,ENSG00000134758,RNF138,up_regulated,1.24718,3.31E-10
HS4079_SS20292,Homo sapiens,ENSG00000115267,IFIH1,up_regulated,7.69481,0
HS7756_SS19225,Homo sapiens,ENSG00000055332,EIF2AK2,up_regulated,2.99012,0
HS10112_ML23003,Homo sapiens,ENSG00000102921,N4BP1,up_regulated,1.77453,2.42E-34
HS1573_PV22065,Homo sapiens,ENSG00000119917,IFIT3,up_regulated,8.32462,0
SS20162_HS5209,Homo sapiens,ENSG00000125826,RBCK1,up_regulated,2.00395,0
EC20673_HS13287,Homo sapiens,ENSG00000197019,SERTAD1,up_regulated,0.995238,1.14E-10
EC20555_HS8202_PV22290,Homo sapiens,ENSG00000119922,IFIT2,up_regulated,10.6027,0
PV22730_HS5668,Homo sapiens,ENSG00000185745,IFIT1,up_regulated,9.50028,0
HS67_ML23223_PV22890,Homo sapiens,ENSG00000187608,ISG15,up_regulated,6.83242,0
ML23790_HS7761,Homo sapiens,ENSG00000111335,OAS2,up_regulated,6.5604,0
SS19391_HS14100,Homo sapiens,ENSG00000140853,NLRC5,up_regulated,3.47782,0
GG24172_HS8410,Homo sapiens,ENSG00000134470,IL15RA,up_regulated,4.78273,0
HS1559_ML23704,Homo sapiens,ENSG00000135047,CTSL,up_regulated,0.501001,7.53E-04
HS2374_CF21699,Homo sapiens,ENSG00000189067,LITAF,up_regulated,0.522955,4.12E-04
HS4700_SS19806,Homo sapiens,ENSG00000151338,MIPOL1,up_regulated,0.659675,0.00908588
ML23353_HS6440,Homo sapiens,ENSG00000065427,KARS,up_regulated,0.849009,4.05E-10
BT17739_HS4745,Homo sapiens,ENSG00000196369,SRGAP2B,up_regulated,1.45487,2.55E-12
BT17739_HS4745,Homo sapiens,ENSG00000171943,SRGAP2C,up_regulated,1.08663,1.13E-04
SS19730_HS6117,Homo sapiens,ENSG00000172493,AFF1,up_regulated,1.81934,3.04E-38
SS19450_HS13831,Homo sapiens,ENSG00000102699,PARP4,up_regulated,1.33807,2.68E-23
OA18551_HS9197,Homo sapiens,ENSG00000157168,NRG1,up_regulated,0.544805,0.0208722
HS9401_RN15771_OA18401,Homo sapiens,ENSG00000163565,IFI16,up_regulated,2.87499,0
ML23013_HS3916,Homo sapiens,ENSG00000086589,RBM22,up_regulated,0.488218,0.00609675
SS19732_HS3955,Homo sapiens,ENSG00000143106,PSMA5,up_regulated,0.411585,0.0103875
HS3772_GG24161,Homo sapiens,ENSG00000148143,ZNF462,up_regulated,0.697591,5.56E-05
HS604_GG24852,Homo sapiens,ENSG00000082898,XPO1,up_regulated,0.663506,3.94E-06
HS10157_SS19535,Homo sapiens,ENSG00000136051,KIAA1033,up_regulated,1.43952,7.99E-21
SS19512_HS6146,Homo sapiens,ENSG00000136783,NIPSNAP3A,up_regulated,0.559956,0.00385649
HS1949_SS19893,Homo sapiens,ENSG00000100354,TNRC6B,up_regulated,0.540177,0.00326626
HS12216_SS19642,Homo sapiens,ENSG00000119522,DENND1A,up_regulated,0.529169,0.00383792
HS7357_OA19056_SS19816,Homo sapiens,ENSG00000177600,RPLP2,up_regulated,0.311465,0.0389307
EC20778_HS165,Homo sapiens,ENSG00000183840,GPR39,up_regulated,0.999383,0.00175038
HS6693_SS20202,Homo sapiens,ENSG00000133794,ARNTL,up_regulated,0.522927,0.0133407
HS10279_ML23780,Homo sapiens,ENSG00000153487,ING1,up_regulated,0.686471,1.92E-04
PV22483_HS13424_RN15781,Homo sapiens,ENSG00000158406,HIST1H4H,up_regulated,1.0963,2.11E-05
HS7337_SS19597,Homo sapiens,ENSG00000086619,ERO1B,up_regulated,0.531844,0.0416917
HS14265_OA19026,Homo sapiens,ENSG00000109332,UBE2D3,up_regulated,0.507244,4.68E-04
SS19487_BT16799_HS2199,Homo sapiens,ENSG00000173821,RNF213,up_regulated,3.94263,0
BT16764_HS10699,Homo sapiens,ENSG00000135899,SP110,up_regulated,4.07248,0
HS12653_BT16997,Homo sapiens,ENSG00000101966,XIAP,up_regulated,0.830063,3.22E-06
ML23888_HS9879,Homo sapiens,ENSG00000133398,MED10,up_regulated,0.451654,0.0174232
HS10907_SS19213,Homo sapiens,ENSG00000120533,ENY2,up_regulated,1.20362,2.99E-15
SS19170_HS12824,Homo sapiens,ENSG00000141452,C18orf8,up_regulated,0.792309,2.54E-06
ML23331_HS8966,Homo sapiens,ENSG00000143384,MCL1,up_regulated,1.55409,4.89E-34
SS20191_HS11906,Homo sapiens,ENSG00000014164,ZC3H3,up_regulated,0.885239,5.64E-06
RN15271_HS3990_ML22946,Homo sapiens,ENSG00000113712,CSNK1A1,up_regulated,0.358601,0.027755
HS13298_ML23885,Homo sapiens,ENSG00000213463,SYNJ2BP,up_regulated,0.606126,0.00221546
SS20385_HS14418,Homo sapiens,ENSG00000170142,UBE2E1,up_regulated,0.509769,9.15E-04
HS11825_SS19200,Homo sapiens,ENSG00000196814,MVB12B,up_regulated,2.22119,8.44E-34
HS12652_SS19123,Homo sapiens,ENSG00000075426,FOSL2,up_regulated,0.770936,1.36E-05
HS1058_ML23109,Homo sapiens,ENSG00000130749,ZC3H4,up_regulated,0.577988,9.44E-04
BT16936_HS6603_SS20363,Homo sapiens,ENSG00000241839,PLEKHO2,up_regulated,0.836362,3.65E-07
HS155_BT17800,Homo sapiens,ENSG00000164330,EBF1,up_regulated,0.538585,0.021125
OA18481_BT16734_HS5584,Homo sapiens,ENSG00000171314,PGAM1,up_regulated,0.339605,0.0295637
SS19819_HS9533,Homo sapiens,ENSG00000033627,ATP6V0A1,up_regulated,0.445625,0.00837184
HS14179_RN16582,Homo sapiens,ENSG00000157514,TSC22D3,up_regulated,0.75366,2.87E-05
RN14851_ML23929_HS5731_HS14030,Homo sapiens,ENSG00000213516,RBMXL1,up_regulated,0.598349,0.00154018
SS19825_HS8744_SS20186,Homo sapiens,ENSG00000152061,RABGAP1L,up_regulated,0.586456,7.40E-04
CF21345_HS11964,Homo sapiens,ENSG00000170745,KCNS3,up_regulated,1.98905,1.92E-29
HS14575_CF21383,Homo sapiens,ENSG00000177426,TGIF1,up_regulated,0.773411,9.06E-06
SS19163_HS12263,Homo sapiens,ENSG00000100320,RBFOX2,up_regulated,0.621714,3.92E-05
HS5316_OA17892_OA17898,Homo sapiens,ENSG00000142089,IFITM3,up_regulated,1.07472,3.17E-14
HS5316_OA17892_OA17898,Homo sapiens,ENSG00000185201,IFITM2,up_regulated,1.19348,1.43E-20
HS5316_OA17892_OA17898,Homo sapiens,ENSG00000185885,IFITM1,up_regulated,3.05096,0
HS14347_SS19269,Homo sapiens,ENSG00000101347,SAMHD1,up_regulated,4.04093,0
EC20478_HS6095_BT16966,Homo sapiens,ENSG00000086061,DNAJA1,up_regulated,1.65989,6.66E-37
ML23537_HS8849,Homo sapiens,ENSG00000092820,EZR,up_regulated,1.75246,9.34E-32
HS8449_SS20010,Homo sapiens,ENSG00000133424,LARGE,up_regulated,0.492043,0.00525807
OA17908_HS10426,Homo sapiens,ENSG00000138433,CIR1,up_regulated,0.539645,0.00463295
HS9363_SS19278,Homo sapiens,ENSG00000123610,TNFAIP6,up_regulated,1.42886,2.21E-18
HS687_CF21889,Homo sapiens,ENSG00000124356,STAMBP,up_regulated,0.396605,0.0391724
SS20379_HS11626,Homo sapiens,ENSG00000143774,GUK1,up_regulated,0.412893,0.00820255
SS20389_HS3842,Homo sapiens,ENSG00000008441,NFIX,up_regulated,0.489617,5.29E-04
HS12213_SS19603,Homo sapiens,ENSG00000160602,NEK8,up_regulated,0.585537,0.0362354
HS12414_RN15183,Homo sapiens,ENSG00000127328,RAB3IP,up_regulated,1.08136,4.12E-04
PV22212_HS9992_BT16887_HS11526_OA18101_HS9911,Homo sapiens,ENSG00000165948,IFI27L1,up_regulated,0.76684,3.18E-05
PV22212_HS9992_BT16887_HS11526_OA18101_HS9911,Homo sapiens,ENSG00000165949,IFI27,up_regulated,2.89041,0
PV22212_HS9992_BT16887_HS11526_OA18101_HS9911,Homo sapiens,ENSG00000119632,IFI27L2,up_regulated,0.440456,0.0102265
HS13682_OA18244,Homo sapiens,ENSG00000204388,HSPA1B,up_regulated,0.533639,0.0342185
HS3098_SS20412_ML23636,Homo sapiens,ENSG00000132792,CTNNBL1,up_regulated,1.98214,0
HS11075_SS19250,Homo sapiens,ENSG00000160145,KALRN,up_regulated,0.619774,0.00277287
HS5625_ML23912,Homo sapiens,ENSG00000106588,PSMA2,up_regulated,1.31836,8.90E-09
SS20250_HS14271,Homo sapiens,ENSG00000101557,USP14,up_regulated,0.342127,0.0452433
SS19216_HS471,Homo sapiens,ENSG00000024048,UBR2,up_regulated,0.882997,1.28E-09
HS1626_SS20357,Homo sapiens,ENSG00000121060,TRIM25,up_regulated,2.22031,0
HS1415_SS19926,Homo sapiens,ENSG00000038210,PI4K2B,up_regulated,2.33599,5.47E-43
HS11715_SS19773,Homo sapiens,ENSG00000165029,ABCA1,up_regulated,0.456111,0.00383888
HS7846_SS20343,Homo sapiens,ENSG00000138035,PNPT1,up_regulated,3.79186,0
HS875_SS19864,Homo sapiens,ENSG00000076356,PLXNA2,up_regulated,0.962685,7.08E-09
HS8423_CF21226,Homo sapiens,ENSG00000129515,SNX6,up_regulated,0.783898,1.67E-07
OA18168_HS4684,Homo sapiens,ENSG00000143499,SMYD2,up_regulated,0.725467,5.52E-06
HS1108_OA18344,Homo sapiens,ENSG00000048028,USP28,up_regulated,1.73288,1.13E-31
OA18063_HS2114,Homo sapiens,ENSG00000122068,FYTTD1,up_regulated,1.35943,2.63E-25
OA18316_HS1663,Homo sapiens,ENSG00000240583,AQP1,up_regulated,0.951376,8.60E-07
HS11569_SS20201,Homo sapiens,ENSG00000197442,MAP3K5,up_regulated,0.972282,6.78E-10
HS10860_RN16399,Homo sapiens,ENSG00000118777,ABCG2,up_regulated,2.20501,1.19E-11
RN16135_HS4889,Homo sapiens,ENSG00000100342,APOL1,up_regulated,3.69554,0
RN16135_HS4889,Homo sapiens,ENSG00000128284,APOL3,up_regulated,4.7916,0
RN16135_HS4889,Homo sapiens,ENSG00000100336,APOL4,up_regulated,3.35475,0
RN16135_HS4889,Homo sapiens,ENSG00000128335,APOL2,up_regulated,4.80897,1.19E-40
RN15154_HS11855,Homo sapiens,ENSG00000196954,CASP4,up_regulated,1.30205,9.93E-18
ML23311_HS4378,Homo sapiens,ENSG00000133606,MKRN1,up_regulated,0.620405,1.05E-05
HS11058_SS19792,Homo sapiens,ENSG00000126561,STAT5A,up_regulated,0.447999,0.0153643
HS5405_SS19933,Homo sapiens,ENSG00000117360,PRPF3,up_regulated,0.769226,5.34E-07
HS12593_SS19935,Homo sapiens,ENSG00000107438,PDLIM1,up_regulated,0.794846,8.67E-09
HS4614_RN16686,Homo sapiens,ENSG00000147044,CASK,up_regulated,0.391587,0.0299785
SS20115_HS7479,Homo sapiens,ENSG00000121067,SPOP,up_regulated,0.484776,0.00438729
HS6782_SS19606,Homo sapiens,ENSG00000101596,SMCHD1,up_regulated,1.596,1.35E-31
HS5719_SS19187,Homo sapiens,ENSG00000198382,UVRAG,up_regulated,0.755082,7.67E-05
HS6595_SS20200,Homo sapiens,ENSG00000011376,LARS2,up_regulated,0.395733,0.0277064
